flag,year,species,clutch
663,2018,herg,2
371,2018,herg,3
697,2018,herg,3
675,2018,herg,2
543,2018,herg,2
513,2018,herg,1
623,2018,herg,2
656,2018,coei,5
10,2018,herg,0
B50,2018,herg,3
552,2018,herg,2
693,2018,herg,3
75,2018,herg,1
8,2018,herg,0
698,2018,herg,3
79,2018,herg,0
619,2018,herg,2
657,2018,herg,3
525,2018,herg,2
687,2018,herg,3
586,2018,herg,1
624,2018,herg,2
659,2018,herg,1
557,2018,herg,1
668,2018,herg,4
520,2018,herg,3
626,2018,herg,1
532,2018,herg,3
273,2018,herg,3
653,2018,herg,3
344,2018,herg,3
289,2018,herg,3
522,2018,herg,3
108,2018,herg,2
265,2018,herg,3
603,2018,herg,3
562,2018,herg,2
689,2018,herg,3
672,2018,coei,2
652,2018,herg,2
346,2018,herg,2
554,2018,herg,2
357,2018,herg,2
680,2018,herg,2
620,2018,herg,2
641,2018,herg,3
700,2018,herg,2
678,2018,herg,1
70,2018,herg,5
649,2018,herg,3
578,2018,herg,2
110,2018,herg,1
180,2018,herg,1
627,2018,herg,3
186,2018,herg,1
175,2018,herg,3
106,2018,herg,1
664,2018,herg,3
669,2018,herg,3
237,2018,herg,2
244,2018,herg,2
239,2018,herg,3
234,2018,herg,1
296,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,2
NA,2018,herg,3
NA,2018,herg,2
NA,2018,herg,1
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,2
NA,2018,herg,3
NA,2018,herg,2
NA,2018,herg,1
NA,2018,herg,3
NA,2018,herg,2
NA,2018,herg,3
NA,2018,herg,1
NA,2018,herg,2
NA,2018,herg,3
NA,2018,herg,1
NA,2018,herg,1
NA,2018,herg,2
NA,2018,herg,3
NA,2018,herg,1
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,1
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,2
NA,2018,herg,1
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,1
NA,2018,herg,3
NA,2018,herg,1
NA,2018,herg,3
NA,2018,herg,2
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,2
NA,2018,herg,3
NA,2018,herg,1
NA,2018,herg,1
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,2
NA,2018,herg,1
NA,2018,herg,1
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,1
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,2
NA,2018,herg,2
NA,2018,herg,3
NA,2018,herg,1
NA,2018,herg,1
NA,2018,herg,2
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,2
NA,2018,herg,2
NA,2018,herg,2
NA,2018,herg,3
NA,2018,herg,5
NA,2018,herg,2
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,1
NA,2018,herg,1
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,2
NA,2018,herg,2
NA,2018,herg,3
NA,2018,herg,2
NA,2018,herg,1
NA,2018,herg,3
NA,2018,herg,1
NA,2018,herg,2
NA,2018,herg,2
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,2
NA,2018,herg,2
NA,2018,herg,3
NA,2018,herg,4
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,1
NA,2018,herg,1
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,1
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,2
NA,2018,herg,2
NA,2018,herg,1
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,1
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,2
NA,2018,herg,3
NA,2018,herg,1
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,1
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,2
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,2
NA,2018,herg,1
NA,2018,herg,2
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,2
NA,2018,herg,2
NA,2018,herg,3
NA,2018,herg,2
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,2
NA,2018,herg,2
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,2
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,1
NA,2018,herg,2
NA,2018,herg,2
NA,2018,herg,2
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,2
NA,2018,herg,3
NA,2018,herg,1
NA,2018,herg,1
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,2
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,2
NA,2018,herg,1
NA,2018,herg,1
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,2
NA,2018,herg,1
NA,2018,herg,3
NA,2018,herg,1
NA,2018,herg,3
NA,2018,herg,2
NA,2018,herg,1
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,1
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,1
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,2
NA,2018,herg,2
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,2
NA,2018,herg,1
NA,2018,herg,2
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,2
NA,2018,herg,1
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,2
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,2
NA,2018,herg,3
NA,2018,herg,2
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,2
NA,2018,herg,3
NA,2018,herg,2
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,2
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,2
NA,2018,herg,2
NA,2018,herg,2
NA,2018,herg,3
NA,2018,herg,4
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,2
NA,2018,herg,3
NA,2018,herg,2
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,2
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,1
NA,2018,herg,2
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,1
NA,2018,herg,1
NA,2018,herg,3
NA,2018,herg,1
NA,2018,herg,1
NA,2018,herg,1
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,1
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,3
NA,2018,herg,2
NA,2018,herg,1
NA,2018,herg,2
NA,2018,herg,1
NA,2018,herg,2
NA,2018,herg,1
801,2017,gbbg,1
803,2017,gbbg,1
87,2017,herg,3
79,2017,herg,3
81,2017,herg,3
69,2017,herg,3
62,2017,herg,2
78,2017,herg,3
68,2017,herg,1
65,2017,herg,3
66,2017,herg,1
85,2017,herg,3
82,2017,herg,3
88,2017,herg,3
80,2017,herg,3
28,2017,herg,3
37,2017,herg,3
3,2017,herg,3
47,2017,herg,3
30,2017,herg,3
89,2017,herg,3
32,2017,herg,3
47,2017,herg,3
61,2017,herg,3
7,2017,herg,3
29,2017,herg,3
95,2017,herg,3
27,2017,herg,3
92,2017,herg,3
2,2017,herg,3
59,2017,herg,3
31,2017,herg,3
17,2017,herg,3
49,2017,herg,3
34,2017,herg,1
289,2017,herg,3
229,2017,herg,1
228,2017,herg,3
97,2017,herg,3
55,2017,herg,2
46,2017,herg,3
11,2017,herg,3
226,2017,herg,3
20,2017,herg,2
33,2017,herg,3
52,2017,herg,2
72,2017,herg,3
290,2017,herg,2
26,2017,herg,3
12,2017,herg,3
56,2017,herg,3
22,2017,herg,3
45,2017,herg,3
16,2017,herg,3
261,2017,herg,2
91,2017,herg,3
25,2017,herg,3
74,2017,herg,3
93,2017,herg,3
24,2017,herg,3
21,2017,herg,3
1,2017,herg,3
44,2017,herg,3
73,2017,herg,3
8,2017,herg,3
256,2017,herg,2
53,2017,herg,2
90,2017,herg,3
14,2017,herg,3
91,2017,herg,3
71,2017,herg,3
38,2017,herg,3
42,2017,herg,3
15,2017,herg,3
43,2017,herg,2
54,2017,herg,3
40,2017,herg,1
292,2017,herg,2
48,2017,herg,3
36,2017,herg,3
19,2017,herg,2
39,2017,herg,3
23,2017,herg,3
41,2017,herg,2
225,2017,herg,2
272,2017,herg,3
201,2017,herg,3
57,2017,herg,3
223,2017,herg,3
233,2017,herg,2
244,2017,herg,3
251,2017,herg,1
51,2017,herg,2
204,2017,herg,3
224,2017,herg,2
248,2017,herg,3
250,2017,herg,3
208,2017,herg,3
249,2017,herg,3
241,2017,herg,3
58,2017,herg,3
213,2017,herg,3
13,2017,herg,3
240,2017,herg,2
237,2017,herg,3
203,2017,herg,3
227,2017,herg,3
210,2017,herg,3
255,2017,herg,3
94,2017,herg,3
63,2017,herg,1
221,2017,herg,3
245,2017,herg,2
70,2017,herg,1
293,2017,herg,1
207,2017,herg,3
96,2017,herg,2
273,2017,herg,3
269,2017,herg,3
147,2017,herg,2
161,2017,herg,3
260,2017,herg,3
175,2017,herg,3
214,2017,herg,2
174,2017,herg,3
36,2017,herg,3
185,2017,herg,3
158,2017,herg,2
86,2017,herg,2
191,2017,herg,3
18,2017,herg,3
155,2017,herg,3
247,2017,herg,3
64,2017,herg,3
179,2017,herg,3
159,2017,herg,3
205,2017,herg,3
143,2017,herg,3
150,2017,herg,3
197,2017,herg,3
236,2017,herg,3
183,2017,herg,3
154,2017,herg,3
182,2017,herg,3
184,2017,herg,3
122,2017,herg,3
196,2017,herg,3
265,2017,herg,2
6,2017,herg,3
198,2017,herg,2
130,2017,herg,3
146,2017,herg,3
163,2017,herg,3
276,2017,herg,2
193,2017,herg,3
140,2017,herg,3
162,2017,herg,3
281,2017,herg,3
164,2017,herg,3
189,2017,herg,2
173,2017,herg,3
824,2017,gbbg,2
190,2017,herg,3
151,2017,herg,3
168,2017,herg,3
253,2017,herg,3
84,2017,herg,3
109,2017,herg,3
195,2017,herg,1
129,2017,herg,1
110,2017,herg,1
192,2017,herg,2
123,2017,herg,1
107,2017,herg,3
172,2017,herg,3
262,2017,herg,3
75,2017,herg,2
111,2017,herg,3
116,2017,herg,3
171,2017,herg,3
114,2017,herg,3
129,2017,herg,2
170,2017,herg,1
177,2017,herg,3
188,2017,herg,4
106,2017,herg,2
133,2017,herg,3
149,2017,herg,3
142,2017,herg,3
117,2017,herg,3
104,2017,herg,1
178,2017,herg,3
181,2017,herg,3
124,2017,herg,1
128,2017,herg,3
153,2017,herg,3
118,2017,herg,2
101,2017,herg,3
283,2017,herg,3
132,2017,herg,2
165,2017,herg,2
105,2017,herg,3
211,2017,herg,3
246,2017,herg,3
166,2017,herg,3
199,2017,herg,3
134,2017,herg,2
180,2017,herg,2
139,2017,herg,3
187,2017,herg,3
102,2017,herg,3
141,2017,herg,3
137,2017,herg,1
126,2017,herg,3
144,2017,herg,3
135,2017,herg,3
287,2017,herg,3
138,2017,herg,3
112,2017,herg,3
295,2017,herg,3
267,2017,herg,3
277,2017,herg,3
298,2017,herg,3
284,2017,herg,2
257,2017,herg,3
103,2017,herg,3
119,2017,herg,2
115,2017,herg,3
145,2017,herg,3
206,2017,herg,2
234,2017,herg,3
219,2017,herg,3
259,2017,herg,3
218,2017,herg,3
297,2017,herg,3
136,2017,herg,3
186,2017,herg,3
275,2017,herg,2
235,2017,herg,3
286,2017,herg,3
220,2017,herg,2
288,2017,herg,2
296,2017,herg,2
10,2017,herg,3
83,2017,herg,3
291,2017,herg,3
307,2017,herg,3
351,2017,herg,2
274,2017,herg,3
304,2017,herg,3
324,2017,herg,3
373,2017,herg,3
306,2017,herg,3
370,2017,herg,2
77,2017,herg,3
285,2017,herg,3
152,2017,herg,3
217,2017,herg,3
270,2017,herg,3
125,2017,herg,3
268,2017,herg,3
339,2017,herg,2
176,2017,herg,3
5,2017,herg,3
239,2017,herg,3
222,2017,herg,3
312,2017,herg,2
316,2017,herg,1
399,2017,herg,3
393,2017,herg,3
813,2017,gbbg,1
372,2017,herg,3
354,2017,herg,3
368,2017,herg,2
308,2017,herg,3
342,2017,herg,3
350,2017,herg,3
148,2017,herg,3
309,2017,herg,1
160,2017,herg,2
212,2017,herg,3
374,2017,herg,3
347,2017,herg,3
108,2017,herg,3
9,2017,herg,2
348,2017,herg,3
194,2017,herg,3
387,2017,herg,3
318,2017,herg,3
825,2017,gbbg,1
314,2017,herg,3
169,2017,herg,3
282,2017,herg,3
344,2017,herg,3
321,2017,herg,3
378,2017,herg,3
330,2017,herg,3
254,2017,herg,3
310,2017,herg,3
317,2017,herg,3
294,2017,herg,3
263,2017,herg,3
319,2017,herg,2
216,2017,herg,3
343,2017,herg,3
120,2017,herg,3
271,2017,herg,3
242,2017,herg,3
252,2017,herg,2
353,2017,herg,2
381,2017,herg,2
379,2017,herg,2
156,2017,herg,3
361,2017,herg,3
302,2017,herg,3
338,2017,herg,3
279,2017,herg,3
299,2017,herg,3
303,2017,herg,3
202,2017,herg,3
300,2017,herg,3
315,2017,herg,3
131,2017,herg,2
232,2017,herg,3
375,2017,herg,3
243,2017,herg,3
392,2017,herg,3
336,2017,herg,3
346,2017,herg,3
313,2017,herg,3
127,2017,herg,3
359,2017,herg,3
76,2017,herg,3
360,2017,herg,3
333,2017,herg,3
264,2017,herg,2
113,2017,herg,3
397,2017,herg,3
812,2017,gbbg,empty
367,2017,herg,3
356,2017,herg,3
280,2017,herg,3
371,2017,herg,3
3239,2017,herg,3
473,2017,herg,3
362,2017,herg,1
266,2017,herg,3
323,2017,herg,3
238,2017,herg,3
450,2017,herg,2
364,2017,herg,1
432,2017,herg,2
389,2017,herg,3
460,2017,herg,2
311,2017,herg,2
385,2017,herg,2
327,2017,herg,2
384,2017,herg,3
258,2017,herg,2
365,2017,herg,1
383,2017,herg,3
462,2017,herg,3
487,2017,herg,3
382,2017,herg,2
209,2017,herg,3
468,2017,herg,1
822,2017,gbbg,empty
380,2017,herg,3
305,2017,herg,3
433,2017,herg,3
464,2017,herg,3
445,2017,herg,1
424,2017,herg,3
341,2017,herg,3
230,2017,herg,2
369,2017,herg,3
435,2017,herg,3
455,2017,herg,3
416,2017,coei,3
422,2017,herg,3
301,2017,herg,4
469,2017,herg,3
421,2017,herg,3
471,2017,herg,3
358,2017,herg,3
320,2017,herg,3
328,2017,herg,3
466,2017,herg,3
440,2017,herg,3
423,2017,herg,3
348,2017,herg,3
278,2017,herg,1
157,2017,herg,3
472,2017,herg,1
474,2017,herg,2
321,2017,herg,2
388,2017,herg,3
489,2017,herg,3
480,2017,herg,3
366,2017,herg,3
482,2017,herg,2
413,2017,herg,3
357,2017,herg,3
501,2017,herg,3
527,2017,herg,3
596,2017,herg,5
521,2017,herg,2
508,2017,herg,2
507,2017,herg,3
593,2017,herg,3
826,2017,gbbg,1
522,2017,herg,2
430,2017,herg,3
431,2017,herg,3
345,2017,herg,3
591,2017,herg,3
434,2017,herg,3
231,2017,herg,3
547,2017,herg,3
590,2017,herg,3
465,2017,herg,3
340,2017,herg,3
412,2017,herg,2
326,2017,herg,3
-,2017,coei,-
415,2017,herg,2
470,2017,herg,2
363,2017,herg,2
495,2017,herg,3
592,2017,herg,3
437,2017,herg,2
355,2017,herg,3
334,2017,herg,1
613,2017,herg,3
483,2017,herg,1
519,2017,herg,3
486,2017,herg,2
436,2017,herg,2
534,2017,herg,3
386,2017,herg,3
439,2017,herg,3
481,2017,herg,2
-,2017,coei,-
533,2017,herg,3
394,2017,herg,3
390,2017,herg,5
352,2017,herg,3
404,2017,herg,3
463,2017,herg,3
532,2017,herg,3
452,2017,herg,3
376,2017,herg,3
494,2017,herg,1
325,2017,herg,3
406,2017,herg,1
411,2017,herg,3
490,2017,herg,3
492,2017,herg,3
479,2017,herg,3
575,2017,herg,3
523,2017,herg,3
541,2017,herg,1
-,2017,coei,-
467,2017,herg,3
574,2017,herg,2
337,2017,herg,3
531,2017,herg,4
332,2017,herg,3
401,2017,herg,3
461,2017,herg,3
407,2017,herg,2
417,2017,herg,3
536,2017,herg,3
477,2017,herg,2
496,2017,herg,3
525,2017,herg,1
396,2017,herg,3
215,2017,herg,3
427,2017,herg,3
491,2017,herg,3
497,2017,herg,3
842,2017,gbbg,2
499,2017,herg,3
418,2017,herg,3
542,2017,herg,3
577,2017,herg,3
514,2017,herg,2
503,2017,herg,3
395,2017,herg,3
578,2017,herg,3
335,2017,herg,2
573,2017,herg,1
322,2017,herg,1
-,2017,coei,-
478,2017,herg,3
594,2017,herg,3
535,2017,herg,3
414,2017,herg,3
449,2017,herg,2
410,2017,herg,3
429,2017,herg,3
509,2017,herg,3
488,2017,herg,3
520,2017,herg,3
595,2017,herg,2
504,2017,herg,3
527,2017,herg,2
454,2017,herg,2
502,2017,herg,2
459,2017,herg,3
539,2017,herg,3
510,2017,herg,3
530,2017,herg,3
550,2017,herg,3
511,2017,herg,3
447,2017,herg,3
583,2017,herg,3
555,2017,herg,3
586,2017,herg,3
443,2017,herg,3
554,2017,herg,3
636,2017,herg,3
515,2017,herg,3
493,2017,herg,3
518,2017,herg,3
647,2017,herg,3
576,2017,herg,2
581,2017,herg,3
506,2017,herg,2
548,2017,herg,3
651,2017,herg,3
429,2017,herg,3
NA,2017,coei,NA
562,2017,herg,3
653,2017,herg,1
543,2017,herg,3
542,2017,herg,2
485,2017,herg,3
567,2017,herg,3
650,2017,herg,3
538,2017,herg,3
517,2017,herg,3
405,2017,herg,3
551,2017,herg,2
546,2017,herg,2
438,2017,herg,3
589,2017,herg,3
654,2017,herg,3
565,2017,herg,3
505,2017,herg,3
NA,2017,coei,NA
544,2017,herg,3
561,2017,herg,3
657,2017,herg,3
512,2017,herg,3
553,2017,herg,3
NA,2017,coei,NA
572,2017,herg,3
458,2017,herg,3
498,2017,herg,3
556,2017,herg,3
516,2017,herg,3
569,2017,herg,3
428,2017,herg,3
584,2017,herg,3
642,2017,herg,3
559,2017,herg,3
448,2017,herg,3
579,2017,herg,3
540,2017,herg,3
588,2017,coei,NA
656,2017,herg,2
377,2017,herg,3
631,2017,herg,3
691,2017,herg,3
426,2017,herg,3
425,2017,herg,3
643,2017,herg,3
528,2017,herg,3
645,2017,herg,3
453,2017,herg,3
582,2017,herg,3
457,2017,herg,3
484,2017,herg,3
526,2017,herg,2
167,2017,herg,2
557,2017,herg,3
451,2017,herg,3
695,2017,herg,2
644,2017,herg,3
456,2017,herg,3
444,2017,herg,3
446,2017,herg,3
558,2017,herg,3
646,2017,herg,2
475,2017,herg,3
419,2017,herg,2
441,2017,herg,3
539,2017,herg,3
398,2017,herg,3
678,2017,herg,3
632,2017,herg,2
409,2017,herg,3
624,2017,herg,3
610,2017,herg,4
402,2017,herg,2
669,2017,herg,3
698,2017,herg,3
570,2017,herg,3
420,2017,herg,3
700,2017,herg,3
666,2017,herg,2
626,2017,herg,1
609,2017,herg,3
560,2017,herg,3
663,2017,herg,3
664,2017,herg,3
585,2017,herg,3
571,2017,herg,3
688,2017,herg,2
611,2017,herg,3
568,2017,herg,2
680,2017,herg,3
693,2017,herg,3
631,2017,herg,3
513,2017,herg,3
564,2017,coei,NA
667,2017,herg,3
476,2017,herg,2
566,2017,herg,3
633,2017,herg,3
612,2017,herg,3
685,2017,herg,3
403,2017,herg,3
454,2017,herg,3
545,2017,herg,3
682,2017,herg,3
649,2017,herg,3
605,2017,herg,3
563,2017,herg,3
684,2017,herg,3
658,2017,herg,3
625,2017,herg,2
676,2017,herg,3
408,2017,herg,2
652,2017,herg,3
621,2017,herg,2
607,2017,herg,3
630,2017,herg,1
620,2017,herg,3
604,2017,herg,2
660,2017,herg,3
619,2017,herg,2
699,2017,herg,3
665,2017,herg,3
681,2017,herg,2
674,2017,herg,3
638,2017,herg,3
675,2017,herg,3
694,2017,herg,3
640,2017,herg,1
679,2017,herg,3
601,2017,herg,3
686,2017,herg,3
615,2017,herg,3
661,2017,herg,3
655,2017,herg,2
606,2017,herg,2
587,2017,herg,3
696,2017,herg,3
627,2017,herg,3
692,2017,herg,3
603,2017,herg,3
641,2017,herg,3
580,2017,herg,2
628,2017,herg,3
549,2017,herg,3
602,2017,herg,3
673,2017,herg,3
622,2017,herg,3
616,2017,herg,3
670,2017,herg,2
691,2017,herg,1
668,2017,herg,2
617,2017,herg,2
618,2017,herg,5
687,2017,herg,3
552,2017,herg,2
608,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,2
NA,2017,herg,2
NA,2017,herg,2
NA,2017,herg,3
NA,2017,herg,2
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,1
NA,2017,herg,3
NA,2017,herg,2
NA,2017,herg,3
NA,2017,herg,2
NA,2017,herg,2
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,2
NA,2017,herg,3
NA,2017,herg,2
NA,2017,herg,2
NA,2017,herg,2
NA,2017,herg,2
NA,2017,herg,2
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,2
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,2
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,2
NA,2017,herg,1
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,coei,NA
NA,2017,coei,NA
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,1
NA,2017,herg,3
NA,2017,herg,1
NA,2017,herg,2
NA,2017,herg,2
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,2
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,2
NA,2017,herg,3
NA,2017,herg,2
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,2
NA,2017,herg,3
NA,2017,herg,2
NA,2017,herg,3
NA,2017,coei,NA
NA,2017,herg,3
NA,2017,herg,2
NA,2017,herg,2
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,1
NA,2017,herg,3
NA,2017,herg,2
NA,2017,herg,1
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,2
NA,2017,herg,1
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,1
NA,2017,herg,2
NA,2017,herg,2
NA,2017,herg,2
NA,2017,herg,3
NA,2017,herg,2
NA,2017,herg,1
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,1
NA,2017,herg,2
NA,2017,herg,2
NA,2017,herg,3
NA,2017,herg,1
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,2
NA,2017,herg,3
NA,2017,herg,2
NA,2017,herg,2
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,2
NA,2017,herg,3
NA,2017,herg,1
NA,2017,herg,2
NA,2017,herg,2
NA,2017,herg,1
NA,2017,herg,1
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,4
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,2
NA,2017,herg,2
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,1
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,2
NA,2017,herg,2
NA,2017,herg,3
NA,2017,herg,2
NA,2017,herg,3
NA,2017,herg,2
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,1
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,2
NA,2017,herg,3
NA,2017,herg,2
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,4
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,2
NA,2017,herg,2
NA,2017,herg,2
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,2
NA,2017,herg,2
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,2
NA,2017,herg,3
NA,2017,herg,2
NA,2017,herg,2
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,2
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,1
NA,2017,herg,1
NA,2017,herg,3
NA,2017,herg,2
NA,2017,herg,2
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,2
NA,2017,herg,2
NA,2017,herg,1
NA,2017,herg,3
NA,2017,herg,1
NA,2017,herg,3
NA,2017,herg,2
NA,2017,herg,1
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,2
NA,2017,herg,3
NA,2017,herg,2
NA,2017,herg,3
NA,2017,herg,1
NA,2017,herg,1
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
NA,2017,herg,3
